Postal Code,Region,Category,Sub-Category,Sales,Quantity
54880,Central,Office Supplies,Art,14.7,5
54880,Central,Office Supplies,Paper,45.36,7
54880,Central,Technology,Phones,125.99,1
91360,West,Office Supplies,Art,14.7,7
19134,East,Technology,Phones,32.7,5
19134,East,Office Supplies,Envelopes,31.68,4
22153,South,Office Supplies,Art,181.86,7
77095,Central,Furniture,Chairs,155.372,2
38401,South,Office Supplies,Binders,13.428,3
38401,South,Office Supplies,Storage,67.136,4
28027,South,Office Supplies,Paper,89.568,2
28027,South,Furniture,Furnishings,315.776,8
95123,West,Furniture,Bookcases,273.666,2
95123,West,Office Supplies,Appliances,17.48,4
27405,South,Office Supplies,Supplies,20.608,2
27405,South,Office Supplies,Binders,4.095,3
59601,West,Technology,Phones,339.96,5
59601,West,Furniture,Furnishings,63.98,7
33311,South,Technology,Accessories,799.92,10
94110,West,Technology,Phones,35.984,2
94110,West,Technology,Accessories,389.97,3
85364,West,Technology,Accessories,185.528,7
21044,East,Office Supplies,Binders,2541.98,2
85364,West,Technology,Machines,599.985,5
60653,Central,Office Supplies,Binders,3.036,3
44105,East,Office Supplies,Art,25.92,5
44105,East,Furniture,Furnishings,66.112,2
94110,West,Technology,Accessories,46.36,4
73120,Central,Technology,Accessories,6.9,1
73120,Central,Furniture,Furnishings,57.69,3
77095,Central,Technology,Machines,559.71,3
94122,West,Office Supplies,Storage,305.01,9
94122,West,Office Supplies,Binders,50.784,2
94122,West,Office Supplies,Labels,26.01,9
37211,South,Technology,Machines,649,2
90036,West,Furniture,Furnishings,59.99,7
98006,West,Furniture,Furnishings,20.24,1
77036,Central,Office Supplies,Art,37.84,2
77036,Central,Office Supplies,Fasteners,5.472,6
19143,East,Office Supplies,Storage,77.24,5
60016,Central,Furniture,Tables,292.1,4
60016,Central,Furniture,Furnishings,8.544,2
60016,Central,Furniture,Bookcases,424.116,6
60016,Central,Office Supplies,Binders,2.892,3
60016,Central,Office Supplies,Storage,381.72,5
33437,South,Furniture,Chairs,97.184,2
33437,South,Office Supplies,Paper,10.368,2
75023,Central,Furniture,Tables,890.841,3
95123,West,Technology,Accessories,72,4
95123,West,Furniture,Chairs,113.888,2
95123,West,Office Supplies,Envelopes,158.13,3
10024,East,Office Supplies,Fasteners,14.13,3
48227,Central,Office Supplies,Binders,64.75,5
33178,South,Office Supplies,Binders,1.872,2
33178,South,Office Supplies,Binders,11.214,2
33178,South,Office Supplies,Art,37.376,8
60068,Central,Technology,Phones,286.4,1
10024,East,Office Supplies,Art,43.92,3
10011,East,Furniture,Tables,142.182,1
97123,West,Office Supplies,Paper,19.608,3
97123,West,Office Supplies,Binders,4.158,7
10009,East,Technology,Phones,979.95,5
10009,East,Furniture,Furnishings,135.3,5
60623,Central,Office Supplies,Paper,8.904,3
60623,Central,Technology,Accessories,100.8,2
10024,East,Furniture,Furnishings,41.96,2
10024,East,Office Supplies,Labels,9.45,3
99301,West,Office Supplies,Appliances,400.8,5
99301,West,Office Supplies,Binders,28.792,1
91505,West,Furniture,Furnishings,111,2
91505,West,Technology,Machines,1279.968,4
91505,West,Office Supplies,Storage,1856.19,7
60623,Central,Furniture,Furnishings,22.752,6
17602,East,Technology,Phones,61.542,1
17602,East,Office Supplies,Binders,81.438,7
33614,South,Furniture,Furnishings,67.36,2
33614,South,Furniture,Furnishings,54.528,3
10024,East,Technology,Accessories,843.9,2
10024,East,Furniture,Bookcases,449.568,2
90045,West,Office Supplies,Storage,15.51,1
10035,East,Furniture,Chairs,192.186,3
10009,East,Office Supplies,Art,5.76,2
30318,South,Furniture,Chairs,67.88,2
30318,South,Office Supplies,Labels,162.89,13
30318,South,Furniture,Furnishings,25.71,3
10009,East,Office Supplies,Storage,191.88,6
32216,South,Furniture,Tables,721.875,6
32216,South,Technology,Phones,73.568,4
32216,South,Office Supplies,Art,13.584,1
32216,South,Furniture,Chairs,64.784,1
77095,Central,Office Supplies,Appliances,176.772,3
53209,Central,Office Supplies,Binders,38.82,6
53209,Central,Office Supplies,Binders,21.9,5
95351,West,Technology,Accessories,111.79,7
44107,East,Technology,Phones,445.44,8
19134,East,Office Supplies,Labels,16.52,5
94109,West,Office Supplies,Paper,29.9,5
48205,Central,Office Supplies,Binders,116.4,8
85023,West,Office Supplies,Art,1.408,1
85023,West,Furniture,Furnishings,169.568,2
19143,East,Technology,Phones,251.964,6
19143,East,Furniture,Tables,523.764,3
90036,West,Office Supplies,Paper,19.44,3
90036,West,Furniture,Chairs,194.352,3
90036,West,Office Supplies,Binders,36.624,3
19140,East,Technology,Phones,340.182,3
19140,East,Office Supplies,Fasteners,12.672,8
19140,East,Office Supplies,Binders,6.888,2
19140,East,Office Supplies,Storage,32.544,2
19140,East,Furniture,Chairs,347.802,7
33180,South,Office Supplies,Binders,15.57,3
27604,South,Office Supplies,Labels,4.608,2
67846,Central,Technology,Phones,257.98,2
90805,West,Office Supplies,Storage,153.78,11
90805,West,Office Supplies,Storage,61.02,3
90805,West,Office Supplies,Supplies,110.11,7
90805,West,Office Supplies,Fasteners,7.89,1
92037,West,Office Supplies,Binders,36.024,3
61701,Central,Office Supplies,Art,54.336,4
98115,West,Office Supplies,Storage,92.52,6
28314,South,Office Supplies,Art,10.272,3
68104,Central,Office Supplies,Storage,40.74,3
68104,Central,Office Supplies,Labels,14.4,5
68104,Central,Technology,Phones,149.95,5
68104,Central,Office Supplies,Supplies,16.9,2
68104,Central,Office Supplies,Paper,17.61,3
68104,Central,Office Supplies,Appliances,378,2
68104,Central,Office Supplies,Paper,17.64,3
68104,Central,Office Supplies,Storage,373.08,6
68104,Central,Furniture,Furnishings,1336.44,14
68104,Central,Technology,Phones,29.97,3
37421,South,Furniture,Chairs,390.368,2
37421,South,Furniture,Furnishings,101.52,5
45014,East,Office Supplies,Paper,74.352,3
90049,West,Office Supplies,Paper,15.7,5
90049,West,Office Supplies,Art,59.52,3
90049,West,Office Supplies,Paper,34.4,5
10024,East,Furniture,Tables,313.176,2
10024,East,Furniture,Chairs,866.646,3
45014,East,Office Supplies,Appliances,795.408,6
60610,Central,Office Supplies,Paper,35.856,9
60610,Central,Technology,Accessories,23.84,4
98103,West,Furniture,Furnishings,43.13,1
98103,West,Office Supplies,Paper,30.87,7
10011,East,Office Supplies,Supplies,70.12,4
93010,West,Furniture,Bookcases,509.9575,5
93010,West,Furniture,Furnishings,122.91,3
93010,West,Furniture,Chairs,97.568,2
93010,West,Furniture,Chairs,722.352,3
60653,Central,Office Supplies,Labels,11.52,5
90032,West,Furniture,Furnishings,167.84,8
43615,East,Furniture,Tables,172.11,1
10011,East,Technology,Accessories,99.98,2
97224,West,Technology,Phones,156.792,1
97224,West,Technology,Accessories,35.36,2
97224,West,Furniture,Furnishings,13.592,1
19134,East,Furniture,Chairs,386.68,2
19134,East,Technology,Accessories,379.96,5
19134,East,Technology,Phones,539.91,3
19134,East,Office Supplies,Paper,41.24,5
19134,East,Office Supplies,Binders,51.897,1
19134,East,Office Supplies,Storage,552.56,5
19134,East,Office Supplies,Binders,23.16,5
19134,East,Office Supplies,Storage,126.08,2
19134,East,Technology,Machines,449.1,3
19143,East,Office Supplies,Appliances,195.104,4
19143,East,Furniture,Furnishings,36.672,3
77070,Central,Furniture,Chairs,85.246,2
77070,Central,Furniture,Furnishings,32.712,2
39212,South,Office Supplies,Binders,11.43,3
39212,South,Office Supplies,Binders,30.44,2
39212,South,Office Supplies,Paper,12.96,2
39212,South,Office Supplies,Paper,16,4
39212,South,Office Supplies,Appliances,32.67,3
85023,West,Office Supplies,Fasteners,4.464,3
85023,West,Office Supplies,Binders,9.345,5
93030,West,Office Supplies,Binders,9.144,3
93030,West,Office Supplies,Binders,23.136,6
93030,West,Office Supplies,Art,99.2,5
98105,West,Office Supplies,Binders,21.36,5
98042,West,Furniture,Furnishings,46.9,5
90049,West,Office Supplies,Binders,18.72,5
90049,West,Furniture,Tables,236.528,2
92105,West,Office Supplies,Labels,18.9,3
78521,Central,Office Supplies,Paper,10.688,2
78521,Central,Office Supplies,Storage,237.096,3
60610,Central,Office Supplies,Paper,5.184,1
60610,Central,Office Supplies,Paper,65.584,2
60610,Central,Furniture,Furnishings,22.2,1
60610,Central,Office Supplies,Paper,419.4,5
37918,South,Furniture,Furnishings,88.92,5
77036,Central,Office Supplies,Art,9.912,3
77036,Central,Furniture,Chairs,318.43,5
77036,Central,Office Supplies,Binders,5.8,5
77036,Central,Technology,Phones,1415.76,6
60440,Central,Technology,Phones,148.48,2
60623,Central,Office Supplies,Labels,9.248,4
60623,Central,Office Supplies,Storage,1036.624,2
22980,South,Technology,Phones,569.64,2
22980,South,Office Supplies,Binders,9.14,1
22980,South,Furniture,Furnishings,1196.86,7
22980,South,Furniture,Bookcases,523.26,9
90004,West,Technology,Copiers,639.968,4
90004,West,Office Supplies,Paper,52.76,2
98105,West,Technology,Accessories,538.92,9
93277,West,Office Supplies,Art,14.88,2
93277,West,Office Supplies,Paper,34.24,8
93277,West,Office Supplies,Storage,261.74,2
90008,West,Office Supplies,Appliances,87.84,8
90045,West,Furniture,Furnishings,34.92,4
10011,East,Office Supplies,Paper,14.94,3
10011,East,Furniture,Furnishings,14.56,2
19143,East,Office Supplies,Binders,3.576,4
19143,East,Office Supplies,Storage,147.184,2
84043,West,Technology,Copiers,1499.95,5
60653,Central,Office Supplies,Art,13.568,4
42420,South,Furniture,Chairs,2573.82,9
42420,South,Office Supplies,Binders,609.98,2
42420,South,Office Supplies,Art,5.48,2
42420,South,Technology,Phones,391.98,2
42420,South,Technology,Phones,755.96,4
42420,South,Office Supplies,Fasteners,31.12,4
42420,South,Office Supplies,Paper,6.54,1
92646,West,Office Supplies,Envelopes,12.78,1
10011,East,Office Supplies,Binders,18.464,4
19140,East,Furniture,Chairs,445.802,7
58103,Central,Office Supplies,Art,2.48,1
58103,Central,Office Supplies,Binders,25.9,5
3820,East,Office Supplies,Paper,29.9,5
3820,East,Technology,Accessories,2249.91,9
3820,East,Furniture,Tables,1053.164,4
92105,West,Office Supplies,Paper,12.96,2
90032,West,Furniture,Furnishings,106.68,6
13501,East,Technology,Phones,119.94,6
77070,Central,Office Supplies,Paper,10.272,3
77070,Central,Furniture,Tables,512.19,5
77070,Central,Office Supplies,Appliances,1.556,2
92683,West,Office Supplies,Binders,4.448,2
92683,West,Furniture,Furnishings,276.69,3
92683,West,Office Supplies,Fasteners,4.96,4
92683,West,Office Supplies,Art,71.92,4
92683,West,Furniture,Furnishings,18.84,3
92683,West,Technology,Accessories,140.97,3
92683,West,Technology,Phones,470.376,3
90036,West,Office Supplies,Art,6.08,2
90036,West,Technology,Phones,164.792,1
8401,East,Office Supplies,Envelopes,23.36,2
60076,Central,Office Supplies,Binders,12.176,4
94122,West,Technology,Phones,46.384,2
94122,West,Office Supplies,Storage,362.92,2
43229,East,Office Supplies,Paper,9.248,2
43229,East,Technology,Phones,1889.946,9
43229,East,Office Supplies,Storage,62.04,5
43229,East,Furniture,Furnishings,396.92,5
43229,East,Office Supplies,Storage,239.456,7
43229,East,Office Supplies,Art,13.12,5
40475,South,Office Supplies,Binders,29.36,2
40475,South,Office Supplies,Appliances,214.9,5
40475,South,Office Supplies,Binders,15.92,4
40475,South,Technology,Accessories,146.45,5
40475,South,Office Supplies,Storage,15.14,1
40475,South,Office Supplies,Labels,5.76,2
40475,South,Technology,Copiers,1399.98,2
43130,East,Office Supplies,Binders,8.952,2
43130,East,Office Supplies,Binders,8.856,6
43130,East,Furniture,Chairs,85.246,2
97030,West,Office Supplies,Envelopes,21.728,7
97030,West,Furniture,Chairs,1487.04,5
94109,West,Office Supplies,Envelopes,71.88,6
94109,West,Furniture,Furnishings,9.24,3
94109,West,Office Supplies,Paper,35.88,6
94109,West,Office Supplies,Binders,17.04,3
94109,West,Office Supplies,Binders,931.176,3
80501,West,Furniture,Furnishings,266.352,3
80501,West,Furniture,Chairs,483.136,4
27834,South,Furniture,Chairs,196.784,2
27834,South,Furniture,Bookcases,231.92,5
90004,West,Office Supplies,Supplies,29.7,3
77041,Central,Furniture,Furnishings,13.592,2
94109,West,Office Supplies,Paper,70.88,2
80219,West,Office Supplies,Storage,114.288,1
80219,West,Office Supplies,Binders,36.624,8
80219,West,Furniture,Bookcases,242.352,8
80219,West,Technology,Phones,49.616,2
80219,West,Furniture,Furnishings,508.704,6
80219,West,Technology,Phones,57.36,6
80219,West,Furniture,Chairs,906.68,5
77340,Central,Technology,Phones,719.952,6
77340,Central,Technology,Phones,755.944,7
77340,Central,Office Supplies,Binders,11.98,5
77340,Central,Office Supplies,Binders,0.898,1
77036,Central,Furniture,Furnishings,21.204,3
10024,East,Office Supplies,Envelopes,34.74,3
10024,East,Technology,Phones,833.94,6
10024,East,Office Supplies,Binders,12.96,3
10024,East,Office Supplies,Paper,25.92,4
19134,East,Furniture,Bookcases,349.965,7
19134,East,Office Supplies,Art,22.32,5
47201,Central,Office Supplies,Paper,158.28,6
47201,Central,Office Supplies,Binders,497.94,3
11561,East,Office Supplies,Appliances,533.94,3
11561,East,Office Supplies,Paper,167.94,3
11561,East,Furniture,Furnishings,31.68,6
17602,East,Furniture,Chairs,170.786,1
60610,Central,Furniture,Bookcases,198.744,4
80219,West,Technology,Accessories,63.824,2
98103,West,Furniture,Chairs,435.168,4
98103,West,Furniture,Bookcases,48.58,1
77070,Central,Technology,Accessories,47.976,3
77070,Central,Office Supplies,Paper,20.736,4
90045,West,Office Supplies,Art,26.46,9
90045,West,Office Supplies,Paper,49.12,4
90045,West,Office Supplies,Fasteners,15,3
23602,South,Office Supplies,Storage,194.7,5
23602,South,Furniture,Tables,591.32,4
23602,South,Office Supplies,Art,2.84,1
90036,West,Office Supplies,Storage,221.96,2
90036,West,Technology,Accessories,236,4
98115,West,Technology,Accessories,41.94,2
98115,West,Technology,Phones,52.792,1
68104,Central,Furniture,Chairs,563.94,3
7960,East,Office Supplies,Appliances,2625.12,8
7960,East,Office Supplies,Art,17.94,3
19143,East,Office Supplies,Storage,422.856,3
10024,East,Furniture,Chairs,127.764,2
22153,South,Technology,Phones,3499.93,7
22153,South,Office Supplies,Labels,14.4,5
22153,South,Office Supplies,Paper,122.97,3
22153,South,Office Supplies,Art,9.32,4
22153,South,Office Supplies,Binders,122.94,3
95661,West,Furniture,Furnishings,17.31,3
61107,Central,Office Supplies,Art,128.744,7
19134,East,Furniture,Furnishings,58.248,9
19134,East,Furniture,Chairs,71.246,2
19134,East,Office Supplies,Art,7.872,3
19134,East,Furniture,Chairs,887.271,3
48234,Central,Office Supplies,Binders,146.86,7
48234,Central,Office Supplies,Binders,36.56,4
90004,West,Technology,Phones,225.576,3
97477,West,Office Supplies,Art,5.248,2
97477,West,Office Supplies,Art,38.256,3
97477,West,Office Supplies,Paper,40.24,5
97477,West,Technology,Machines,29.925,5
97477,West,Office Supplies,Paper,148.704,6
97477,West,Technology,Accessories,55.92,10
2908,East,Office Supplies,Paper,12.96,2
60623,Central,Furniture,Furnishings,25.176,3
60623,Central,Furniture,Furnishings,5.584,2
60623,Central,Office Supplies,Storage,1297.368,9
75220,Central,Office Supplies,Storage,264.32,2
94122,West,Office Supplies,Paper,25.92,4
94122,West,Office Supplies,Art,22.96,7
92553,West,Office Supplies,Paper,19.44,3
67846,Central,Office Supplies,Paper,9.54,2
67846,Central,Office Supplies,Fasteners,5.81,1
67846,Central,Office Supplies,Art,5.76,2
10035,East,Furniture,Furnishings,14.91,3
32839,South,Office Supplies,Binders,6.642,9
13601,East,Office Supplies,Paper,18.54,2
13601,East,Office Supplies,Binders,679.96,5
90032,West,Furniture,Tables,189.576,1
90032,West,Technology,Phones,71.96,5
90004,West,Technology,Phones,539.92,5
90004,West,Furniture,Chairs,725.344,4
90004,West,Office Supplies,Art,7.44,3
19711,East,Office Supplies,Appliances,39.48,1
48234,Central,Office Supplies,Appliances,850.5,5
48234,Central,Furniture,Furnishings,75.33,9
85023,West,Office Supplies,Appliances,325.632,6
85023,West,Technology,Accessories,23.344,2
85023,West,Office Supplies,Labels,16.52,5
78521,Central,Office Supplies,Envelopes,335.72,5
78521,Central,Technology,Phones,251.944,7
78521,Central,Furniture,Chairs,127.302,7
40214,South,Furniture,Chairs,1207.84,8
40214,South,Office Supplies,Binders,12.53,1
40214,South,Office Supplies,Art,34.58,1
40214,South,Furniture,Chairs,300.98,1
40214,South,Furniture,Chairs,258.75,3
19711,East,Office Supplies,Art,59.52,3
19711,East,Office Supplies,Envelopes,57.96,7
19711,East,Furniture,Bookcases,441.96,2
19711,East,Office Supplies,Paper,68.04,6
81001,West,Technology,Machines,703.71,6
81001,West,Office Supplies,Binders,17.904,4
81001,West,Office Supplies,Binders,11.976,4
81001,West,Technology,Accessories,67.96,5
90036,West,Furniture,Chairs,892.224,3
27834,South,Technology,Machines,1299.99,2
94110,West,Office Supplies,Binders,4.544,2
94110,West,Furniture,Chairs,1352.032,4
43302,East,Furniture,Tables,1548.99,9
43302,East,Office Supplies,Envelopes,19.872,3
75081,Central,Technology,Accessories,119.448,3
75081,Central,Office Supplies,Storage,118.16,2
35810,South,Office Supplies,Art,19.56,4
89115,West,Furniture,Furnishings,80.96,4
89115,West,Office Supplies,Paper,25.92,4
90049,West,Office Supplies,Appliances,106.96,2
90049,West,Furniture,Furnishings,187.76,4
44107,East,Office Supplies,Binders,76.776,4
68025,Central,Office Supplies,Binders,53.9,5
77340,Central,Furniture,Furnishings,76.728,3
77340,Central,Office Supplies,Binders,10.43,7
90036,West,Office Supplies,Art,99.2,5
28806,South,Office Supplies,Art,15.92,5
71111,South,Furniture,Furnishings,129.92,4
2908,East,Office Supplies,Binders,30.4,1
2908,East,Technology,Copiers,5399.91,9
2908,East,Office Supplies,Storage,119.1,3
2149,East,Office Supplies,Paper,40.08,6
2149,East,Office Supplies,Paper,59.94,3
2149,East,Technology,Accessories,259.98,2
2149,East,Furniture,Bookcases,170.98,1
2149,East,Furniture,Furnishings,38.97,3
2149,East,Office Supplies,Paper,154.9,5
2149,East,Furniture,Tables,446.068,4
91730,West,Office Supplies,Appliances,152.94,3
28205,South,Technology,Accessories,23.472,3
2908,East,Office Supplies,Paper,195.64,4
2908,East,Office Supplies,Paper,14.94,3
2908,East,Technology,Accessories,1687.8,4
2908,East,Furniture,Bookcases,341.96,2
2908,East,Furniture,Chairs,605.88,6
48640,Central,Office Supplies,Appliances,186.732,1
48640,Central,Office Supplies,Binders,3812.97,3
14609,East,Office Supplies,Binders,26.424,9
14609,East,Technology,Phones,625.99,1
49201,Central,Furniture,Tables,1568.61,9
49201,Central,Office Supplies,Binders,17.3,1
49201,Central,Technology,Accessories,160,8
23434,South,Office Supplies,Appliances,179.94,3
23434,South,Furniture,Tables,872.94,3
23434,South,Office Supplies,Paper,12.96,2
94513,West,Office Supplies,Labels,88.8,6
94513,West,Technology,Phones,319.968,4
98103,West,Furniture,Chairs,167.888,7
77036,Central,Office Supplies,Paper,163.96,5
77036,Central,Office Supplies,Binders,5.232,4
1841,East,Technology,Copiers,1199.98,2
1841,East,Office Supplies,Storage,73.85,1
1841,East,Office Supplies,Supplies,25.71,3
1841,East,Office Supplies,Fasteners,17.28,6
1841,East,Furniture,Tables,526.582,2
48234,Central,Office Supplies,Paper,11.56,2
48234,Central,Technology,Phones,209.97,3
48234,Central,Furniture,Tables,447.84,4
48234,Central,Technology,Accessories,479.97,3
48234,Central,Office Supplies,Art,8.64,3
84057,West,Office Supplies,Art,11.68,2
19120,East,Technology,Accessories,40.776,3
19120,East,Office Supplies,Binders,13.698,3
85204,West,Technology,Phones,87.8,5
28314,South,Furniture,Furnishings,77.952,3
28314,South,Office Supplies,Storage,147.184,2
28314,South,Office Supplies,Paper,47.952,3
90032,West,Office Supplies,Appliances,250.26,6
19140,East,Technology,Accessories,40.776,3
80906,West,Office Supplies,Paper,29.6,5
80906,West,Office Supplies,Binders,1.938,2
90032,West,Technology,Accessories,159.96,4
10009,East,Office Supplies,Art,59.52,3
10009,East,Office Supplies,Envelopes,17.48,2
10009,East,Office Supplies,Binders,13.168,2
94109,West,Office Supplies,Appliances,40.74,3
78745,Central,Furniture,Chairs,179.886,1
44105,East,Office Supplies,Appliances,286.256,1
44105,East,Office Supplies,Storage,24.224,2
44105,East,Office Supplies,Storage,331.536,3
10009,East,Office Supplies,Art,17.52,3
79907,Central,Office Supplies,Art,17.856,4
32303,South,Technology,Accessories,431.976,3
98103,West,Furniture,Chairs,291.136,4
75220,Central,Office Supplies,Envelopes,114.848,4
77070,Central,Office Supplies,Paper,10.688,2
45503,East,Office Supplies,Paper,15.232,4
98103,West,Office Supplies,Art,12.42,3
98105,West,Office Supplies,Paper,19.44,3
10024,East,Office Supplies,Binders,70.368,4
28205,South,Office Supplies,Art,12.672,9
21215,East,Technology,Phones,89.95,5
94110,West,Office Supplies,Paper,6.58,2
94110,West,Technology,Accessories,94.99,1
85705,West,Technology,Phones,35.12,2
90036,West,Office Supplies,Paper,25.92,4
6708,East,Office Supplies,Binders,7.96,2
6708,East,Technology,Phones,566.97,3
6708,East,Office Supplies,Art,9.84,3
60610,Central,Technology,Accessories,25.488,2
11561,East,Office Supplies,Fasteners,7.56,6
22204,South,Furniture,Furnishings,60.84,3
22204,South,Office Supplies,Storage,450.04,2
22204,South,Office Supplies,Binders,34.6,2
22204,South,Technology,Phones,467.97,3
22204,South,Office Supplies,Binders,33.02,2
28540,South,Furniture,Furnishings,17.088,2
43229,East,Office Supplies,Art,3.008,2
28205,South,Office Supplies,Paper,268.24,7
28205,South,Technology,Accessories,431.16,5
14215,East,Technology,Phones,43.6,4
14215,East,Furniture,Furnishings,154.95,3
77041,Central,Office Supplies,Paper,15.552,3
38109,South,Office Supplies,Paper,42.208,2
75023,Central,Office Supplies,Paper,10.368,2
97301,West,Office Supplies,Art,2.224,1
31907,South,Office Supplies,Envelopes,74.52,9
21044,East,Office Supplies,Art,17.52,3
21044,East,Furniture,Chairs,1779.9,5
21044,East,Office Supplies,Art,219.9,5
97206,West,Office Supplies,Art,7.152,3
32303,South,Office Supplies,Paper,26.72,5
92503,West,Technology,Phones,1039.728,2
92503,West,Office Supplies,Appliances,45.96,2
43130,East,Office Supplies,Binders,456.588,2
43130,East,Technology,Machines,4499.985,5
43130,East,Technology,Accessories,59.976,3
94109,West,Office Supplies,Envelopes,6.12,3
92553,West,Office Supplies,Appliances,10.98,1
92553,West,Office Supplies,Fasteners,7.86,3
92553,West,Office Supplies,Storage,51.45,3
92553,West,Office Supplies,Binders,37.056,3
23320,South,Office Supplies,Appliances,203.92,4
23320,South,Technology,Phones,29.56,4
60623,Central,Office Supplies,Binders,8.568,3
28205,South,Office Supplies,Storage,45.248,2
28205,South,Furniture,Tables,876.3,10
28205,South,Office Supplies,Supplies,185.376,2
10009,East,Office Supplies,Labels,25.06,2
60653,Central,Office Supplies,Binders,2.89,1
60653,Central,Office Supplies,Fasteners,7.896,3
60653,Central,Furniture,Furnishings,22.608,3
60653,Central,Office Supplies,Paper,30.528,8
19120,East,Office Supplies,Binders,4.842,3
60623,Central,Office Supplies,Binders,1.8,5
75217,Central,Technology,Accessories,39.984,2
89115,West,Office Supplies,Paper,32.4,5
89115,West,Office Supplies,Paper,97.88,2
79109,Central,Technology,Phones,307.168,4
6457,East,Office Supplies,Binders,26.9,5
10035,East,Office Supplies,Envelopes,47.01,3
10035,East,Technology,Phones,469.99,1
10035,East,Furniture,Chairs,207.846,3
19120,East,Office Supplies,Storage,324.744,3
93727,West,Furniture,Furnishings,40.48,2
37064,South,Office Supplies,Labels,12,4
37064,South,Office Supplies,Storage,720.064,4
37064,South,Office Supplies,Storage,25.424,1
37064,South,Office Supplies,Art,2.816,2
37064,South,Office Supplies,Binders,3.204,2
27604,South,Office Supplies,Binders,30.828,7
27604,South,Office Supplies,Art,47.616,3
27604,South,Technology,Phones,108.784,2
20735,East,Office Supplies,Paper,4.77,1
20735,East,Office Supplies,Art,7.98,3
20735,East,Furniture,Tables,550.431,3
20735,East,Furniture,Furnishings,10.56,6
90049,West,Furniture,Bookcases,1497.666,2
90049,West,Technology,Phones,17.52,2
89031,West,Office Supplies,Art,113.22,3
89031,West,Office Supplies,Paper,35.88,6
89031,West,Office Supplies,Binders,4535.976,3
94109,West,Office Supplies,Fasteners,11.84,8
2920,East,Office Supplies,Storage,592.74,6
38301,South,Office Supplies,Storage,111.672,9
19711,East,Office Supplies,Art,8.64,3
19711,East,Technology,Accessories,149.97,3
90036,West,Furniture,Chairs,232.88,5
13440,East,Furniture,Chairs,90.882,1
60610,Central,Technology,Phones,508.768,4
60610,Central,Office Supplies,Envelopes,9.912,3
92105,West,Furniture,Chairs,63.936,3
92105,West,Office Supplies,Art,59.52,3
92105,West,Technology,Phones,311.976,3
92105,West,Office Supplies,Binders,50.352,3
77036,Central,Technology,Phones,19.136,2
33407,South,Office Supplies,Art,13.12,5
90045,West,Furniture,Tables,241.568,2
90045,West,Technology,Phones,479.92,2
98103,West,Furniture,Chairs,307.136,4
98103,West,Office Supplies,Labels,12.6,2
98103,West,Technology,Accessories,159.98,2
50315,Central,Office Supplies,Envelopes,6.12,3
50315,Central,Furniture,Tables,1184.72,4
10024,East,Office Supplies,Appliances,45.96,2
22204,South,Office Supplies,Binders,58.05,3
22204,South,Office Supplies,Paper,71.28,11
78577,Central,Furniture,Tables,124.404,4
22204,South,Office Supplies,Paper,154.9,5
22204,South,Technology,Phones,1871.88,12
77070,Central,Furniture,Furnishings,16.192,2
75061,Central,Office Supplies,Storage,18.936,3
75061,Central,Office Supplies,Storage,12.672,3
75061,Central,Office Supplies,Labels,5.04,2
60653,Central,Office Supplies,Paper,8.448,2
60653,Central,Office Supplies,Appliances,20.388,2
90049,West,Office Supplies,Paper,9.96,2
39401,South,Office Supplies,Appliances,320.64,4
39401,South,Technology,Accessories,52,4
10024,East,Office Supplies,Binders,25.584,2
10024,East,Technology,Phones,464,5
10024,East,Office Supplies,Appliances,235.95,3
10024,East,Office Supplies,Paper,39.96,4
44221,East,Office Supplies,Binders,18.528,4
98103,West,Technology,Accessories,17.9,2
98103,West,Office Supplies,Storage,81.96,2
85204,West,Office Supplies,Storage,272.736,3
85204,West,Office Supplies,Paper,18.496,4
85204,West,Furniture,Chairs,441.92,2
85204,West,Furniture,Bookcases,127.764,6
84106,West,Office Supplies,Paper,166.44,3
90045,West,Office Supplies,Paper,13.38,2
28540,South,Technology,Accessories,24,2
44107,East,Office Supplies,Envelopes,24.448,4
92630,West,Office Supplies,Labels,6.16,2
92630,West,Furniture,Chairs,915.136,4
92630,West,Office Supplies,Paper,8.56,2
92630,West,Office Supplies,Paper,97.82,2
97206,West,Office Supplies,Paper,31.104,6
97206,West,Office Supplies,Appliances,11.176,1
28205,South,Office Supplies,Labels,5.04,2
60505,Central,Furniture,Furnishings,242.176,4
19140,East,Furniture,Tables,337.176,2
80229,West,Office Supplies,Art,13.344,6
80229,West,Technology,Accessories,76.752,6
80229,West,Technology,Accessories,102.336,8
80229,West,Office Supplies,Paper,10.32,2
80229,West,Office Supplies,Supplies,47.32,7
80229,West,Furniture,Furnishings,23.376,3
80229,West,Furniture,Furnishings,16.72,5
80229,West,Furniture,Furnishings,16.192,1
95616,West,Office Supplies,Paper,32.4,5
72701,South,Office Supplies,Art,19.89,9
72701,South,Technology,Accessories,399.98,2
72701,South,Furniture,Furnishings,343.85,5
72701,South,Office Supplies,Paper,106.32,3
10011,East,Office Supplies,Binders,13.92,3
26003,East,Office Supplies,Binders,82.4,5
26003,East,Office Supplies,Binders,6.24,2
26003,East,Office Supplies,Paper,447.84,8
38109,South,Office Supplies,Appliances,272.048,7
38109,South,Office Supplies,Binders,1614.582,6
38109,South,Office Supplies,Fasteners,24.32,5
38109,South,Technology,Accessories,1.584,2
38109,South,Furniture,Furnishings,31.984,1
